CountryRegionName;EDAD;Gender;MaritalStatus;NumberCarsOwned;TotalChildren;BikeBuyer;AvgMonthSpend;
Germany;35;F;S;1;0;0;50.01;
United States;42;M;M;1;1;0;58.62;
Australia;31;M;S;1;0;0;48.31;
United States;49;F;M;2;2;1;52.33;
Australia;67;F;M;1;2;0;45.37;
Canada;35;F;S;3;0;0;55.29;
Australia;28;F;M;2;0;1;50.4;
United States;54;F;M;1;2;1;48.63;
United States;51;F;M;0;2;1;48.16;
Germany;32;M;S;1;0;0;50.49;
France;56;M;M;1;2;1;56.78;
United States;51;M;S;2;0;1;56.38;
Canada;29;F;S;2;0;1;51.48;
Australia;30;M;M;0;0;0;46.07;
Australia;60;M;M;1;2;0;48.2;
Canada;26;F;M;0;0;1;49.09;
United States;58;F;M;1;2;0;48.39;
United Kingdom;50;F;M;1;2;0;46.7;
Australia;29;M;S;2;0;0;53.88;
Germany;45;F;S;2;0;0;48.49;
United Kingdom;43;M;M;2;1;1;56.77;
United States;32;F;S;1;0;0;51.1;
Canada;26;M;S;0;0;0;49.34;
Australia;24;F;M;1;0;0;49.97;
Germany;44;F;M;2;0;1;52.2;
United Kingdom;38;F;S;0;0;0;46.89;
United States;47;F;S;1;0;0;51.95;
United States;61;M;M;1;2;1;47.81;
France;70;M;S;3;1;1;51.16;
United States;57;F;M;2;2;0;48.62;
United States;43;M;M;0;1;0;55.6;
United States;42;F;M;1;2;1;52.61;
Australia;40;M;M;4;2;1;57.96;
Germany;53;M;M;1;2;1;56.01;
Canada;45;F;S;1;0;0;52.56;
France;52;F;S;0;0;1;49.47;
Canada;32;F;M;1;1;0;51.54;
Germany;32;M;S;2;0;1;52.61;
United States;61;M;M;0;2;1;48.37;
Australia;36;M;S;2;0;0;54.24;
France;53;F;M;2;2;1;48.35;
Australia;27;F;M;3;0;1;49.85;
France;45;F;S;1;0;0;46.1;
Australia;40;F;S;2;0;1;48.74;
United States;38;F;M;1;1;0;49.78;
United States;41;F;S;1;0;0;53.85;
United States;39;F;S;0;0;0;50.88;
United States;29;M;S;1;0;0;52.95;
United States;41;F;M;1;2;0;45.5;
Australia;46;F;S;2;0;1;50.74;
United States;41;F;S;0;0;1;54.39;
France;43;M;M;1;2;0;57.57;
Australia;31;F;M;2;0;1;48.73;
United Kingdom;30;F;M;3;0;1;50.99;
United States;66;M;M;1;2;0;50.44;
Australia;28;M;S;1;0;1;51.76;
United States;47;M;S;1;0;1;55.43;
Australia;36;F;S;0;0;0;50.59;
France;33;M;S;2;0;0;50.85;
Canada;27;F;S;1;0;0;48.99;
Australia;33;F;S;0;0;0;47.25;
Australia;29;M;S;3;0;1;52.41;
Canada;54;F;S;0;0;0;49.54;
United States;53;M;S;1;0;1;59.66;
United States;40;F;S;1;0;0;51.61;
United States;30;M;S;0;0;1;51.43;
Canada;26;M;M;3;0;1;50.8;
France;42;M;S;1;0;1;51.24;
United States;43;F;S;2;0;0;51.52;
Germany;25;F;S;0;0;0;52.41;
United States;47;M;M;1;1;1;53.41;
United Kingdom;73;M;M;0;3;1;53;
United States;44;F;M;1;1;0;48.14;
United States;27;M;S;0;0;1;50.21;
France;48;F;S;0;0;0;51.11;
France;29;M;S;2;0;1;55.47;
United States;28;F;S;1;0;0;51.09;
United States;43;F;S;3;0;1;53.79;
Canada;64;M;M;0;2;0;46.14;
Australia;27;M;S;3;0;1;53.53;
Australia;44;F;S;0;0;0;52.06;
Germany;28;F;S;3;0;0;51.77;
United States;34;F;M;2;0;1;51.84;
United States;28;F;S;1;0;0;52.16;
United States;56;F;M;1;2;0;45.4;
Germany;39;M;M;2;1;1;58.97;
Germany;33;F;S;2;0;0;50.69;
United States;44;F;S;2;0;0;51.91;
Germany;82;F;M;0;2;1;51.97;
Australia;60;F;M;2;2;1;51.08;
United States;55;F;S;2;0;1;49.94;
United States;36;M;S;3;0;1;52.67;
United Kingdom;39;F;S;0;0;0;46.31;
United Kingdom;46;F;M;0;1;1;48.81;
United States;42;M;S;0;0;1;59.14;
United States;40;M;M;2;2;1;56.36;
Australia;31;F;M;3;0;0;51.23;
Germany;34;F;M;0;2;0;49.04;
United Kingdom;44;M;S;3;0;1;61.14;
United States;57;M;M;3;2;1;51.28;
Canada;32;F;M;2;2;1;48.25;
United States;37;F;S;0;0;0;46.55;
Australia;66;F;S;2;1;1;51.22;
United States;29;F;M;1;0;0;47.56;
France;36;F;S;0;0;0;49.94;
Australia;41;M;S;1;0;1;55.91;
United States;48;M;M;1;1;1;49.94;
Australia;28;M;S;2;0;1;53.02;
United States;43;F;M;1;1;0;49.55;
United States;40;F;M;2;2;1;50.18;
United States;35;M;M;1;1;0;47.52;
United States;27;F;S;1;0;0;51.74;
Australia;64;M;M;3;2;1;52.6;
Canada;36;F;S;2;0;0;52.33;
Germany;34;F;M;1;2;1;52.57;
United States;48;M;M;0;2;1;54.64;
United States;63;M;M;1;2;0;50.3;
France;46;M;S;2;0;1;52.32;
United States;25;M;M;2;0;1;50.21;
United States;53;M;M;0;2;1;49.96;
France;47;F;S;3;0;0;53.59;
United States;54;M;M;3;2;1;55.83;
Germany;42;M;M;1;2;0;55.1;
United States;38;F;M;1;1;1;52.97;
France;31;F;S;2;0;0;50.85;
United States;31;F;S;3;0;0;50.02;
Germany;39;M;M;2;2;1;61.38;
Canada;26;F;M;1;0;1;46.15;
United States;41;F;S;1;0;0;56.04;
United States;37;F;S;2;0;1;49.87;
United States;38;F;M;2;1;0;48.87;
Germany;38;M;S;2;0;1;54.76;
France;32;M;M;1;2;1;52.9;
United States;31;M;M;0;0;0;46.04;
Canada;35;M;S;1;0;0;50.79;
France;35;F;M;3;0;0;51.32;
Germany;27;M;S;1;0;0;50.37;
Australia;36;M;S;1;0;0;49.91;
Canada;48;M;S;1;0;0;53.96;
Germany;37;F;S;1;0;0;51.69;
France;51;M;S;3;0;1;57.26;
United Kingdom;53;F;S;0;0;0;50.53;
Germany;40;M;M;0;1;0;55.94;
United States;57;F;M;0;2;0;48.67;
Australia;32;M;S;2;0;0;50.45;
United States;52;M;S;2;0;1;53.83;
United States;68;M;S;2;1;0;53;
United Kingdom;26;F;S;1;0;0;51.5;
Canada;51;F;M;2;2;1;48.44;
Australia;34;M;M;0;1;0;46.67;
Canada;39;F;S;1;0;0;48.97;
United States;52;F;M;1;2;1;52.45;
Australia;26;M;S;1;0;1;54.94;
United Kingdom;39;M;S;0;0;1;59.87;
United States;49;F;S;0;0;0;49.84;
Germany;36;F;S;1;0;0;52.39;
United States;44;F;S;0;0;1;52.76;
France;33;M;S;1;0;0;46.38;
United Kingdom;29;M;M;0;0;0;44.76;
Australia;46;F;S;1;0;0;47.95;
Canada;41;F;S;1;0;0;51.23;
United States;54;F;S;0;0;1;52.4;
United States;38;F;M;3;0;0;51.78;
France;32;M;S;0;0;0;49.09;
United States;34;M;M;1;2;1;47.19;
Australia;39;M;S;1;0;0;57.39;
United States;37;M;S;0;0;0;48.02;
Germany;53;M;M;1;1;1;54.55;
United States;43;F;M;2;2;1;52.87;
Canada;66;F;M;2;2;1;49.49;
United States;43;F;S;1;0;0;49.94;
United States;39;M;S;2;0;1;56.81;
Germany;37;F;M;2;1;1;53.25;
United States;26;M;S;2;0;0;48.48;
United Kingdom;52;F;M;2;2;1;51.1;
Canada;26;F;S;1;0;0;52.42;
Germany;37;M;S;1;0;0;48.34;
France;39;M;M;1;2;1;55.44;
Canada;48;F;S;1;0;0;48.17;
United States;57;F;S;1;1;0;51.94;
United Kingdom;46;F;M;1;2;1;52.8;
Australia;34;M;S;1;0;0;51.65;
Australia;25;M;M;1;0;0;51.3;
United Kingdom;45;F;M;0;1;1;51.94;
United States;42;F;S;3;0;0;51.43;
United States;47;M;S;2;0;1;52.43;
United States;42;F;M;2;1;1;50.29;
Canada;31;F;M;2;0;1;50.55;
Germany;49;F;M;0;2;1;48.79;
United States;33;F;M;1;1;0;50.48;
United States;66;M;M;2;2;0;48.25;
United Kingdom;41;F;S;3;0;0;54.86;
United States;34;M;M;3;0;1;51.08;
Canada;34;M;S;1;0;1;51.28;
Germany;57;M;M;1;2;1;48.42;
Canada;49;F;M;2;2;1;48.64;
United States;40;M;S;0;0;1;60.04;
Australia;44;M;M;1;2;0;55.89;
United States;49;F;M;1;2;0;48.3;
Canada;53;F;M;1;2;0;47.62;
Germany;40;F;S;0;0;1;46.47;
United States;68;M;S;2;1;1;53.84;
United States;24;M;S;2;0;1;48.78;
France;47;M;M;2;2;0;54.21;
United States;49;F;M;3;1;1;53.01;
France;60;F;M;1;2;0;51.83;
United States;40;M;S;0;0;1;54.42;
Canada;37;F;S;1;0;0;48.46;
Australia;50;M;M;1;2;1;60.23;
Australia;32;F;M;0;1;1;47.84;
Australia;32;M;S;1;0;1;51.28;
United Kingdom;65;F;S;2;1;0;54.07;
Australia;38;F;M;0;1;0;45.38;
Canada;42;F;M;0;2;0;45.66;
Australia;29;M;S;2;0;1;50.92;
United Kingdom;42;M;S;0;0;0;53.3;
United States;54;M;M;2;2;1;56.61;
Australia;27;M;M;0;0;1;48.79;
United Kingdom;44;M;S;1;0;1;55.12;
United States;51;M;M;1;2;0;54.24;
France;33;F;S;1;0;0;50.1;
United States;39;F;S;3;0;1;50.61;
United States;60;F;M;2;2;1;52.37;
United States;29;M;S;1;0;1;53.16;
United States;44;M;M;1;2;1;46.65;
United Kingdom;40;M;M;0;1;0;48.28;
United States;38;F;M;2;0;0;52.01;
United States;39;F;M;1;2;0;47.58;
Australia;50;F;S;2;0;1;51.26;
United States;62;F;M;1;2;1;49.56;
Australia;35;M;M;1;1;0;52.3;
United States;32;M;M;1;1;1;49.26;
Australia;54;M;M;0;2;1;48.85;
United Kingdom;30;F;S;1;0;0;48.79;
United States;38;F;M;2;2;1;52.16;
United States;40;F;M;3;2;1;51.3;
France;50;M;M;0;2;1;52.81;
Australia;30;F;S;0;0;0;48.2;
Canada;40;F;M;2;0;1;51.3;
United States;35;F;S;2;0;1;47.41;
France;38;M;S;3;0;1;52.58;
United States;45;F;M;0;2;1;52.46;
United States;48;M;M;1;2;1;51.5;
United States;41;M;S;0;0;1;48.05;
United Kingdom;41;M;M;2;1;1;54.77;
United States;48;M;M;0;2;1;56.21;
United States;39;M;M;1;2;1;60.93;
Germany;31;M;M;2;0;1;51.33;
United States;26;F;S;0;0;1;48.85;
France;31;F;S;0;0;0;51.46;
United States;69;F;M;0;2;1;54.84;
United States;49;F;M;0;2;1;49.47;
United Kingdom;60;F;M;2;2;0;51.69;
United States;45;F;S;1;0;0;45.26;
Germany;38;M;M;3;1;1;62.51;
Australia;57;F;M;1;2;0;48.97;
Canada;41;M;M;0;2;1;55.4;
Australia;33;M;S;0;0;0;52.15;
United States;40;F;M;0;1;1;45.57;
Australia;40;M;M;0;1;0;52.06;
United States;49;M;M;0;2;1;55.16;
United States;29;M;M;1;0;1;49.75;
Australia;42;M;S;1;0;0;54.08;
United States;30;M;M;3;0;0;50.09;
United States;63;M;M;2;3;0;52.07;
United Kingdom;44;F;S;2;0;0;51.69;
United States;46;F;M;1;2;1;53.7;
Australia;43;F;S;1;0;0;51.9;
United States;35;F;S;0;0;0;54.52;
Australia;35;M;M;0;2;1;50.32;
France;27;F;S;1;0;0;50.21;
United States;33;M;M;1;2;0;45.73;
United Kingdom;37;M;M;2;1;1;48.97;
United States;42;F;M;3;2;0;49.8;
United States;31;F;S;0;0;1;48.08;
United States;50;M;M;1;1;0;57.18;
Australia;43;M;M;1;2;1;54.04;
France;33;M;M;1;1;1;49.28;
Germany;39;M;S;0;0;0;47.21;
United States;39;F;S;2;0;0;51;
France;29;M;S;1;0;0;50.29;
Canada;81;F;M;0;3;1;48.77;
United States;26;M;S;1;0;1;48.04;
Australia;42;F;M;2;2;1;51.57;
United States;31;F;M;2;0;1;49.68;
United Kingdom;39;M;M;0;2;0;49.24;
United Kingdom;50;M;M;2;2;1;53.35;
Canada;49;F;S;0;0;0;49.27;
United States;38;M;S;3;0;0;55.6;
Germany;40;F;M;1;2;0;48.28;
United Kingdom;25;F;M;3;0;0;51.11;
United Kingdom;43;M;S;3;0;1;55.83;
United States;54;F;S;1;0;0;50.62;
United States;60;M;S;1;1;1;51.06;
Canada;28;F;M;2;0;1;51.3;
United States;54;M;M;0;2;1;59.85;
United States;45;F;S;1;0;0;52.13;
United States;32;F;M;2;2;1;52.85;
Germany;63;F;S;1;1;0;51.87;
United States;44;F;M;1;2;0;47.69;
Australia;39;M;S;0;0;1;56.25;
Australia;26;M;M;2;0;1;51.16;
Australia;34;F;M;3;2;0;50.53;
United Kingdom;54;M;M;1;2;0;53.87;
Australia;33;M;M;1;1;0;51.68;
France;42;M;M;2;2;1;60.21;
United States;35;M;S;2;0;1;52.7;
Australia;33;M;S;0;0;1;50.95;
Australia;39;F;S;2;0;0;49.71;
France;48;M;M;2;2;1;57.44;
Germany;40;F;S;1;0;0;49.47;
United States;59;F;M;0;2;0;48.49;
Australia;36;M;M;1;2;1;48.42;
United States;52;M;S;0;0;0;51.61;
United Kingdom;37;M;S;3;0;1;54.04;
United States;27;M;S;1;0;0;49.01;
United States;31;F;M;2;0;0;48.74;
United States;49;F;M;1;1;0;52.27;
Germany;47;F;M;2;2;1;52.94;
Germany;37;M;S;3;0;0;52.43;
United States;36;F;M;1;2;1;48.4;
Canada;38;F;S;1;0;0;49.38;
United Kingdom;41;M;S;0;0;1;53.17;
United States;57;M;S;0;1;1;52.25;
France;34;M;M;0;1;1;50.93;
United States;36;F;S;2;0;1;52.19;
United Kingdom;45;M;S;2;0;1;54.64;
Germany;34;F;M;1;2;1;50.29;
United States;70;F;M;2;2;0;51.6;
Australia;34;F;S;2;0;0;51.52;
Australia;33;M;M;2;1;0;50.6;
Australia;39;F;S;0;0;0;50.35;
Australia;28;M;S;1;0;1;46.49;
United States;61;F;M;1;2;1;47.82;
Germany;38;M;M;2;2;1;52.17;
Australia;36;F;M;2;1;1;49.82;
United States;32;F;M;2;0;1;51.96;
Canada;39;F;M;3;2;1;51.15;
Germany;47;F;S;2;0;1;52.25;
United States;32;F;M;3;2;1;55.39;
United States;43;F;S;2;0;1;53.26;
Canada;41;F;S;0;0;1;53.2;
United States;26;F;S;0;0;0;48.11;
United States;46;M;M;2;2;0;54.82;
United Kingdom;57;M;S;1;1;1;50.16;
Germany;35;F;S;0;0;0;51.11;
United States;68;M;S;2;1;1;52.09;
Australia;34;F;S;0;0;1;50.6;
Australia;51;F;M;1;2;0;49.07;
United States;52;M;M;0;2;0;48.14;
Canada;50;M;M;0;2;1;53.29;
Australia;26;M;S;0;0;1;52.01;
United Kingdom;50;F;S;1;0;0;51.12;
United States;37;F;S;2;0;1;52.31;
United Kingdom;48;F;M;2;2;1;50.91;
United Kingdom;49;M;M;1;2;1;52.7;
United States;38;F;M;1;2;1;55.23;
Germany;42;F;M;1;1;1;51.7;
France;34;F;M;3;0;1;51.72;
Canada;41;M;M;0;2;1;58.36;
United States;26;F;M;1;0;0;46.13;
Australia;46;F;M;1;2;0;52.39;
United Kingdom;31;M;S;2;0;1;51.93;
United States;54;M;S;1;0;0;54.18;
United States;48;M;M;1;2;0;53.17;
United States;44;F;S;0;0;1;50.56;
France;57;F;M;1;2;0;49.26;
Australia;42;M;M;0;1;1;60.87;
Australia;60;M;S;1;1;0;46.32;
France;28;M;S;2;0;0;53.51;
United States;37;M;S;3;0;0;52.88;
Australia;30;M;M;2;0;0;47.81;
Australia;26;M;S;1;0;0;48.83;
United States;32;M;S;3;0;1;52.02;
United States;48;M;M;1;1;0;53.14;
United States;24;M;S;2;0;0;51.03;
Australia;25;M;M;0;0;1;48.79;
United States;24;F;S;0;0;1;52.06;
United States;50;F;S;1;0;0;50.62;
Australia;26;M;M;0;0;0;45.39;
Australia;42;M;M;0;2;0;45.95;
France;29;F;M;0;0;0;45.82;
Germany;54;F;S;2;0;1;52.08;
Australia;42;F;S;2;0;0;51.4;
Germany;40;F;S;0;0;0;47.87;
United States;26;F;S;0;0;1;50.37;
United Kingdom;24;M;S;0;0;0;48.48;
United States;66;M;M;3;2;1;54.12;
United States;33;M;M;2;0;0;52.7;
United States;75;F;M;0;2;1;52.97;
United Kingdom;36;M;S;1;0;0;48.31;
United States;51;M;M;1;2;0;51.28;
United States;25;M;M;1;0;0;50.99;
Australia;40;M;S;2;0;1;62.68;
Australia;45;M;M;1;1;0;48.07;
United States;62;M;M;2;2;1;53.39;
Australia;28;M;M;2;0;1;51.66;
France;46;F;M;2;2;1;51.43;
United States;37;F;S;3;0;1;54.24;
Canada;36;M;M;1;1;1;54.74;
Australia;35;M;S;2;0;0;52.92;
United States;46;M;S;1;0;1;51.59;
United States;44;F;M;1;1;0;45.25;
United Kingdom;47;M;M;0;2;1;56.17;
United States;35;F;M;3;2;1;51.23;
France;36;F;S;0;0;1;50.96;
United Kingdom;25;M;S;3;0;0;51.21;
Canada;62;M;M;1;2;0;45.01;
United States;37;M;M;2;0;1;51.4;
United States;34;F;M;1;1;0;55.11;
United Kingdom;28;M;M;1;0;0;47.15;
Australia;33;M;M;1;1;1;53.14;
Australia;56;M;M;0;2;1;55.18;
Canada;48;F;S;2;0;0;51.72;
Australia;67;M;M;0;2;1;48.53;
United States;42;M;M;3;0;1;52.06;
Australia;67;M;S;2;1;0;53.01;
Australia;39;M;S;1;0;0;51.83;
United Kingdom;35;M;S;0;0;0;54.22;
United Kingdom;37;F;S;2;0;1;50.12;
United States;43;M;M;1;2;1;52.88;
France;34;M;S;1;0;0;53.3;
United States;46;F;M;1;2;0;48.48;
United States;47;F;M;3;2;1;53.13;
United Kingdom;32;F;S;0;0;1;51.65;
France;33;F;S;1;0;0;48.38;
France;34;F;M;1;2;0;50.74;
United States;50;F;S;1;0;0;50.23;
United States;54;F;M;1;2;1;51.56;
Australia;57;M;M;1;2;0;46.22;
Australia;42;F;M;0;2;1;48.27;
United States;29;F;S;0;0;1;46.6;
Australia;24;M;M;0;0;0;45.59;
United States;69;F;S;2;1;0;53.03;
Germany;54;M;M;0;2;1;63.97;
Germany;38;M;M;1;2;1;59.83;
United States;43;M;M;2;2;1;57.41;
Germany;59;F;M;3;2;1;51.85;
Australia;36;F;S;1;0;0;44.66;
United Kingdom;26;M;S;3;0;1;53.48;
France;61;M;S;3;1;0;52.68;
United States;38;M;S;0;0;1;57.64;
United States;36;M;S;0;0;0;50.8;
Australia;29;F;S;0;0;1;48.22;
United Kingdom;32;M;S;1;0;0;52.56;
United States;49;F;S;1;0;0;44.47;
Australia;30;F;S;1;0;0;50.79;
Australia;29;M;S;1;0;1;51.27;
Germany;57;M;S;0;1;0;50.96;
United Kingdom;29;F;M;0;0;1;49.55;
Canada;43;F;M;1;2;1;50.94;
United Kingdom;38;M;M;1;2;1;61.07;
United States;45;M;S;1;0;1;52.32;
Germany;29;M;S;1;0;0;53.64;
United Kingdom;34;F;M;2;2;1;52.63;
United States;46;M;S;2;0;1;53.39;
Australia;36;F;M;1;2;1;52.58;
United States;30;F;M;0;0;0;46.41;
France;35;M;S;0;0;1;49.54;
United States;48;F;M;2;2;1;51.12;
Germany;68;F;M;1;2;0;51.49;
Canada;36;M;M;2;0;0;51.98;
United States;53;M;M;1;2;1;56.36;
Germany;40;F;M;1;1;1;53.12;
United Kingdom;45;F;M;2;2;1;51.09;
United States;29;F;S;0;0;0;51.88;
United States;45;M;S;2;0;1;53.03;
United States;25;M;M;0;0;0;48.39;
United States;40;M;S;2;0;0;51.39;
Germany;42;F;M;1;2;1;51.3;
United States;27;M;M;1;0;0;51.4;
United States;31;M;M;1;0;0;52.56;
Canada;54;M;M;1;2;0;50.81;
United States;45;M;S;2;0;1;54.87;
Australia;50;F;S;1;0;0;49.41;
Australia;37;F;M;1;2;1;50.91;
Australia;53;M;S;2;0;1;61.06;
United States;34;F;M;2;2;0;49.32;
United States;47;M;M;0;2;0;50.8;
United Kingdom;51;F;M;2;2;1;54.51;
Canada;51;F;M;2;2;1;52.24;
Australia;40;M;S;0;0;1;57.84;
United States;29;M;M;2;0;0;48.95;
Australia;57;M;M;1;2;0;44.71;
United States;34;F;M;2;2;1;53.39;
France;41;F;S;0;0;0;45.14;
United States;43;F;S;1;0;0;53.16;
United States;38;F;M;2;0;0;51.71;
Australia;49;M;S;1;0;1;52.76;
Australia;43;M;M;1;1;0;57.58;
United States;43;F;S;0;0;1;50.95;
United States;56;M;M;0;2;1;51.51;
Australia;36;M;S;1;0;0;50.58;
United States;24;M;S;0;0;0;52.29;
France;66;M;M;2;2;0;49.73;
Australia;56;F;M;1;2;0;49.86;
United States;59;M;M;0;2;0;45.98;
United States;45;F;S;1;0;0;52.83;
Germany;33;M;S;0;0;1;51.31;
Australia;40;M;S;2;0;1;54.27;
Germany;41;M;S;1;0;0;52.68;
United States;44;F;M;1;2;0;50.52;
Germany;52;M;M;2;2;1;51.86;
United States;54;M;M;0;2;0;56.53;
Australia;44;M;S;3;0;1;60.14;
Germany;67;F;M;1;2;1;50.95;
Canada;49;M;S;0;0;0;53.9;
Germany;48;F;S;0;0;0;48.58;
Australia;53;M;M;1;2;1;53.09;
Australia;37;F;M;2;2;1;52.03;
United Kingdom;36;M;M;0;2;1;51.48;
United States;56;F;S;1;0;0;48.15;
Australia;45;F;M;1;2;1;51.12;
Australia;37;F;M;2;2;1;50.68;
Germany;33;M;S;1;0;1;51.05;
Germany;53;F;M;2;2;1;51.09;
Australia;64;F;M;1;2;1;52.03;
United States;41;F;M;0;1;1;46.06;
United States;54;M;M;0;2;1;52.36;
United States;47;M;M;1;1;0;46.68;
Germany;39;M;S;2;0;0;57.94;
United States;61;F;S;1;1;0;52.58;
Australia;39;M;S;1;0;1;54.41;
Australia;29;F;S;3;0;1;51.05;
France;37;F;S;0;0;1;51.99;
Australia;38;F;S;1;0;0;52.26;
United States;59;M;M;1;2;1;50.07;
United States;36;M;M;3;2;0;49.46;
France;24;M;S;1;0;0;49.16;
Australia;34;M;M;1;1;0;47.93;
Canada;37;M;S;0;0;1;52.61;
United States;37;M;S;2;0;1;51.53;
Canada;51;M;S;0;0;1;50.83;
Australia;46;F;M;2;2;1;48.6;
Germany;49;M;M;1;2;1;52.65;
United States;29;M;S;1;0;1;50;
Germany;61;M;M;0;3;0;46.73;
France;38;F;M;2;1;1;51.41;
United States;32;F;S;2;0;1;49.67;
United States;41;M;M;1;2;1;55.23;
Australia;36;M;M;0;2;0;48.44;
France;54;M;M;2;2;1;55.73;
Australia;30;M;S;3;0;1;54.59;
United Kingdom;46;M;M;3;2;1;55.97;
Australia;36;M;S;2;0;1;54.49;
United States;48;M;M;2;2;1;58.49;
United Kingdom;34;F;S;2;0;1;53.56;
Australia;31;F;S;2;0;0;52.59;
Germany;24;F;S;1;0;0;45.82;
United Kingdom;30;M;M;2;0;0;50.57;
United Kingdom;44;F;S;2;0;0;55.23;
United States;48;F;S;1;0;0;50.67;
Germany;50;F;M;0;2;1;50.2;
Germany;36;F;M;1;1;1;51.68;
Canada;29;F;S;1;0;0;52.43;
France;31;M;M;2;0;0;48.06;
Australia;28;F;S;2;0;1;51.51;
Germany;41;M;M;1;1;0;46.09;
United States;40;F;S;1;0;0;51.11;
United States;51;F;S;1;0;0;49.33;
Canada;57;M;M;1;2;0;50.24;
United States;65;M;S;2;1;1;54.18;
Canada;41;M;M;2;2;1;50.25;
Australia;50;F;S;1;0;0;48.7;
Germany;38;M;M;2;2;1;51.37;
United Kingdom;41;F;M;1;2;0;46.17;
United Kingdom;46;F;S;1;0;0;54.46;
United States;43;M;M;1;2;0;55.52;
Australia;24;M;S;1;0;0;53.37;
Australia;37;F;S;2;0;1;52.54;
United States;49;F;M;1;2;1;51.49;
Canada;35;M;M;1;1;1;49.21;
Germany;52;M;S;2;0;0;55.85;
United States;34;M;S;1;0;0;46.57;
United States;35;F;M;1;2;1;56.15;
Australia;30;F;S;1;0;0;49.74;
Germany;45;M;M;1;2;1;51.28;
Canada;48;F;M;0;1;0;44.97;
France;27;M;S;0;0;0;48.53;
France;31;M;S;1;0;0;47.94;
United States;50;F;S;1;0;0;47.35;
France;38;M;S;2;0;0;60.19;
United States;57;F;M;1;2;1;46.01;
United States;57;M;S;2;1;1;51.02;
France;30;F;S;1;0;0;48.27;
United States;67;M;M;1;2;1;47.37;
United States;28;F;M;0;0;0;50.3;
Australia;44;F;M;2;2;1;48.2;
Australia;66;M;M;1;2;1;48.76;
United States;42;F;M;1;2;0;50.81;
Australia;33;F;M;1;2;0;48.99;
United States;43;M;M;3;2;1;58.1;
Canada;38;F;S;3;0;0;53.05;
Australia;34;F;M;1;1;0;48.16;
United States;43;F;S;0;0;0;46.46;
Australia;45;F;S;3;0;0;52.33;
United States;24;F;M;2;0;1;48.65;
United States;38;F;S;0;0;1;51.11;
Australia;64;M;M;3;2;1;51.33;
France;42;F;S;2;0;1;52.77;
United States;38;M;M;1;1;1;58.6;
Canada;42;F;S;2;0;1;54.95;
Canada;45;M;M;0;2;1;54.33;
United States;34;F;M;1;2;1;52.31;
Germany;42;M;S;1;0;0;55.37;
France;48;F;S;0;0;0;51.47;
Canada;33;F;M;0;1;1;52.05;
United Kingdom;36;F;S;1;0;0;51.05;
France;30;F;S;2;0;0;51.94;
United States;48;F;M;1;2;1;55.34;
United Kingdom;53;F;M;0;2;1;52.11;
Australia;43;F;S;0;0;1;51.05;
United States;57;F;M;2;2;0;50.27;
United States;54;F;M;1;2;1;50.31;
France;47;F;S;1;0;0;51.22;
Australia;46;F;M;1;2;1;51.29;
Australia;47;M;M;2;2;1;53.37;
Australia;26;F;S;3;0;1;50.43;
United Kingdom;45;M;S;1;0;1;57.49;
United States;46;F;M;2;2;1;50.46;
United States;59;F;S;2;1;0;55.6;
United States;51;F;M;2;2;1;52.17;
United States;41;M;M;2;0;0;58.56;
United States;38;M;M;0;1;0;46.77;
France;48;M;M;1;2;0;48.32;
United States;43;F;M;2;0;0;51.42;
Canada;53;M;M;2;1;0;54.81;
United States;31;F;S;1;0;0;51.94;
United States;50;M;M;0;1;1;51.41;
Canada;63;M;S;0;1;1;50.76;
United States;39;F;S;0;0;1;48.88;
France;35;F;M;0;2;0;48.56;
Canada;42;F;M;2;1;1;53.65;
Germany;57;F;S;3;1;1;51.68;
Germany;24;M;M;0;0;1;48.27;
United States;36;M;S;2;0;1;51.94;
United States;38;M;S;1;0;0;55.73;
Australia;58;F;M;1;2;1;46.36;
Australia;27;M;S;1;0;1;50.66;
United States;41;F;S;1;0;0;50.48;
United Kingdom;51;F;M;2;2;1;52.27;
United Kingdom;36;F;M;0;1;0;45.78;
United States;29;M;M;1;0;0;46.35;
Canada;56;M;M;0;2;0;54.64;
France;43;M;M;2;0;0;60.03;
United States;60;M;S;0;1;1;53.22;
United Kingdom;37;F;S;1;0;0;52.83;
United States;71;M;M;0;2;1;53.05;
United States;58;F;M;1;2;0;47.38;
United States;39;F;S;1;0;0;50.21;
United States;29;M;M;2;0;0;48.63;
United States;24;F;M;1;0;1;47.23;
United States;27;F;M;1;0;0;49.53;
Canada;33;M;S;1;0;1;49.28;
United States;50;F;S;1;0;0;47.93;
Germany;61;M;S;0;1;1;51.58;
United States;24;M;S;2;0;1;52.82;
United States;36;M;S;1;0;1;52.19;
Germany;54;F;S;0;0;0;50.16;
France;40;M;S;2;0;1;56.83;
United Kingdom;31;F;S;1;0;0;55.98;
Canada;49;M;S;1;0;1;60.49;
United Kingdom;45;F;M;1;2;0;49.1;
Canada;58;F;S;2;1;0;54.71;
Canada;28;F;S;1;0;0;54.08;
Germany;43;M;S;1;0;1;57.33;
Australia;65;F;S;2;1;1;55.6;
United States;46;M;M;1;2;0;48.95;
Canada;40;F;S;2;0;0;52.3;
Australia;36;F;M;3;0;0;52.56;
United States;41;F;S;1;0;0;53.2;
Canada;59;M;M;1;2;0;48.7;
Canada;33;M;M;1;1;1;50.61;
